Timestamp,Vehicle_No,Latitude,Longitude,Speed,Status,Location,Branch
2026-02-02T00:00:54.652Z,GA 07 G 0680-PIL(QUICK RESPONSE VEHICLE),15.5230767,73.8295167,0,STOP,At Porvorim Fire Station,Fire Station Pilerne
2026-02-02T00:00:54.652Z,GA07G2506 - OLG Mid Size (Water Tender),15.50028,73.914169,0,STOP,At Fire Station Old Goa,Fire Station Old Goa
2026-02-02T00:00:54.652Z,GA 07 G 5115-POR(MINI WATER TENDER),15.523057,73.829369,0,STOP,At Porvorim Fire Station,Fire Station Porvorim
2026-02-02T00:00:54.652Z,GA 07 G 0350-MRG(WATER TENDER),15.269357,73.970573,0,STOP,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 2900-MAP(MINI RESCUE TENDER),15.589842,73.808907,0,STOP,At Fire Station Mapusa,Fire Station Mapusa
2026-02-02T00:00:54.652Z,GA 07 G 7600-FFHQ(WATER BOUSER),15.487407,73.817276,0,STOP,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Force Headquarters
2026-02-02T00:00:54.652Z,GA 07 G 2002-FFHQ(TURN TABLE LADDER),15.487368,73.817345,0,STOP,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Force Headquarters
2026-02-02T00:00:54.652Z,GA 07 G 7101-FFHQ(WATER TENDER),15.486858,73.817055,0,STOP,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Force Headquarters
2026-02-02T00:00:54.652Z,GA 07 G 7677-FFHQ(EMERGENCY RESCUE),15.486953,73.817261,0,INACTIVE,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Force Headquarters
2026-02-02T00:00:54.652Z,GA 07 G 1121-PNJ(EMERGENCY RESCUE),15.487015,73.81707,0,STOP,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Station Panaji
2026-02-02T00:00:54.652Z,GA 07 G 1571-FFHQ(QUICK RESPONSE),15.486662,73.817474,0,STOP,"Caculo Mall, 16 Shanta, St Inez Rd, Caculo Enclave, Santa Inez, Panaji, Goa (NW)",Fire Force Headquarters
2026-02-02T00:00:54.652Z,GA 07 G 8101-MAP(WATER TENDER),15.589883,73.808868,0,STOP,At Fire Station Mapusa,Fire Station Mapusa
2026-02-02T00:00:54.652Z,GA 07 G 2317-MRG(EMERGENCY RESCUE TENDER),15.2695133,73.9701733,2,STOP,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 1570-VAS(QUICK RESPONSE FIRE TENDER),15.3887716,73.8513516,0,STOP,At Fire Station Vasco,Fire Station Vasco
2026-02-02T00:00:54.652Z,GA 07 G 4101-VAS(MS WATER TENDER),15.3889716,73.8511066,0,STOP,At Fire Station Vasco,Fire Station Vasco
2026-02-02T00:00:54.652Z,GA 07 G 0819-VAS(WATER/FOAM TENDER),15.388725,73.8513667,0,IDLE,At Fire Station Vasco,Fire Station Vasco
2026-02-02T00:00:54.652Z,GA 07 G 7100-MRG(WATER BOUSER),15.2694316,73.97024,0,STOP,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 1568-MRG(QUICK RESPONSE ),15.2692833,73.9703933,0,STOP,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 6101-MRG(WATER TENDER),15.2693783,73.96997,0,STOP,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 1001-MRG(AERIAL LADDER PLATFORM),15.2695333,73.969905,0,INACTIVE,At Fire Station Margoa,Fire Station Margao
2026-02-02T00:00:54.652Z,GA 07 G 0820-BIC(WATER TEDNER),15.4026794,74.0029317,0,STOP,At Fire Station Ponda ,Fire Station Bicholim
2026-02-02T00:00:54.652Z,GA 07 G 5101-OLG(MS WATER TENDER),15.5002866,73.914095,0,STOP,At Fire Station Old Goa,Fire Station Old Goa
2026-02-02T00:00:54.652Z,GA 07 G 3101-BIC(MS WATER TENDER),15.5889633,73.9466966,4,STOP,At Fire Station Bicholim ,Fire Station Bicholim
2026-02-02T00:00:54.652Z,GA 07 G 1941-BIC(QUICK RESPONSE),15.5894366,73.9466966,0,STOP,At Fire Station Bicholim ,Fire Station Bicholim
2026-02-02T00:00:54.652Z,GA 07 G 2319-VAS (EMERGENCY RESCUE TENDER),15.388875,73.8513266,0,STOP,At Fire Station Vasco,Fire Station Vasco
2026-02-02T00:00:54.652Z,GA 07 G 3737-VAP(WATER TENDER),15.5309333,74.1385816,0,STOP,At Fire Station Valpoi ,Fire Station Valpoi
2026-02-02T00:00:54.652Z,GA 07 G 2318-PND(EMERGENCY RESCUE TENDER),15.4027766,74.0028966,0,STOP,At Fire Station Ponda ,Fire Station Ponda
2026-02-02T00:00:54.652Z,GA 07 G 2004-PND(QUICK RESPONSE),15.40267,74.00284,0,STOP,At Fire Station Ponda ,Fire Station Ponda
2026-02-02T00:00:54.652Z,GA 07 G 9101-PND(WATER TENDER),15.4026816,74.0027016,0,STOP,At Fire Station Ponda ,Fire Station Ponda
2026-02-02T00:00:54.652Z,GA 07 G 9797-PND(WATER BOUSER),15.4024083,74.003125,0,STOP,At Fire Station Ponda ,Fire Station Ponda
2026-02-02T00:00:54.652Z,GA 07 G 6363-CAN(WATER TENDER),15.02363,74.0440016,0,INACTIVE,"Canacona, The Lalitrajbaga ,Canacona, Canacona, Goa (NE)",Fire Station Canacona
2026-02-02T00:00:54.652Z,GA 07 G 1567-CAN(QUICK RESPONSE FT),15.0236483,74.0441083,0,INACTIVE,"Canacona, The Lalitrajbaga ,Canacona, Canacona, Goa (NE)",Fire Station Canacona
2026-02-02T00:00:54.652Z,GA 07 G 1569-VRN(QUICK RESPONSE),15.369745,73.93566,0,STOP,At Fire Station Verna,Fire Station Verna
2026-02-02T00:00:54.652Z,GA 07 G 9909-VRN(ADVANCE MULTI-PURPOSE),15.3693783,73.9361333,0,STOP,At Fire Station Verna,Fire Station Verna
